rank,numero_cnj,pid,score,ano_cnj,classe_nome,composite,link
143,1106607-97.2024.4.01.3400,1371926,0.8962,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9862,https://voyager.was.dev.br/dashboard/processos/1371926/
144,1026063-70.2025.4.01.3600,1300183,0.8810,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9860,https://voyager.was.dev.br/dashboard/processos/1300183/
145,1004948-76.2023.4.01.3304,2415482,0.9105,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9855,https://voyager.was.dev.br/dashboard/processos/2415482/
146,1046636-21.2023.4.01.3400,1502091,0.9105,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9855,https://voyager.was.dev.br/dashboard/processos/1502091/
147,1009576-65.2024.4.01.3307,1467758,0.8954,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9854,https://voyager.was.dev.br/dashboard/processos/1467758/
148,1007502-66.2024.4.01.4300,1715656,0.8954,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9854,https://voyager.was.dev.br/dashboard/processos/1715656/
149,1042127-83.2024.4.01.3700,1418936,0.8954,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9854,https://voyager.was.dev.br/dashboard/processos/1418936/
150,1001628-25.2022.4.01.3507,95223,0.9254,2022,CUMPRIMENTO DE SENTENÇA,0.9854,https://voyager.was.dev.br/dashboard/processos/95223/
151,1002061-64.2024.4.01.3602,1535400,0.8953,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9853,https://voyager.was.dev.br/dashboard/processos/1535400/
152,1001966-06.2025.4.01.3503,1362119,0.8797,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9847,https://voyager.was.dev.br/dashboard/processos/1362119/
153,1029092-31.2025.4.01.3600,1300419,0.8797,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9847,https://voyager.was.dev.br/dashboard/processos/1300419/
154,1086084-03.2025.4.01.3700,1384246,0.8797,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9847,https://voyager.was.dev.br/dashboard/processos/1384246/
155,1012088-33.2025.4.01.4100,1388738,0.8791,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9841,https://voyager.was.dev.br/dashboard/processos/1388738/
156,1117852-71.2025.4.01.3400,1355219,0.8785,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9835,https://voyager.was.dev.br/dashboard/processos/1355219/
157,1000863-43.2025.4.01.3703,1441808,0.8785,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9835,https://voyager.was.dev.br/dashboard/processos/1441808/
158,1005775-89.2025.4.01.3313,1242496,0.8785,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9835,https://voyager.was.dev.br/dashboard/processos/1242496/
159,1001795-80.2024.4.01.3601,1523785,0.8932,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9832,https://voyager.was.dev.br/dashboard/processos/1523785/
160,1001207-48.2025.4.01.3307,1518608,0.8782,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9832,https://voyager.was.dev.br/dashboard/processos/1518608/
161,1022731-50.2024.4.01.3400,1234329,0.8932,2024,Cumprimento de Sentença de Ações Coletivas,0.9832,https://voyager.was.dev.br/dashboard/processos/1234329/
162,1001316-78.2024.4.01.3604,1509538,0.8930,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9830,https://voyager.was.dev.br/dashboard/processos/1509538/
163,1009722-37.2024.4.01.4300,1715664,0.8930,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9830,https://voyager.was.dev.br/dashboard/processos/1715664/
164,1007603-10.2026.4.01.3500,1377647,0.8630,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9830,https://voyager.was.dev.br/dashboard/processos/1377647/
165,1063099-47.2023.4.01.3300,347941,0.9080,2023,CUMPRIMENTO DE SENTENÇA,0.9830,https://voyager.was.dev.br/dashboard/processos/347941/
166,1003846-64.2024.4.01.3601,1523747,0.8926,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9826,https://voyager.was.dev.br/dashboard/processos/1523747/
167,1000213-93.2025.4.01.3703,1398189,0.8773,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9823,https://voyager.was.dev.br/dashboard/processos/1398189/
168,1037252-60.2025.4.01.3304,2416014,0.8773,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9823,https://voyager.was.dev.br/dashboard/processos/2416014/
169,1042337-37.2024.4.01.3700,1523157,0.8922,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9822,https://voyager.was.dev.br/dashboard/processos/1523157/
170,1004451-49.2024.4.01.3200,1401816,0.8922,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9822,https://voyager.was.dev.br/dashboard/processos/1401816/
171,1003167-31.2024.4.01.3903,1512280,0.8914,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9814,https://voyager.was.dev.br/dashboard/processos/1512280/
172,1025758-38.2024.4.01.3304,1374014,0.8914,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9814,https://voyager.was.dev.br/dashboard/processos/1374014/
173,1015325-50.2025.4.01.3300,1294316,0.8763,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9813,https://voyager.was.dev.br/dashboard/processos/1294316/
174,1032084-62.2025.4.01.3600,1437450,0.8760,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9810,https://voyager.was.dev.br/dashboard/processos/1437450/
175,1028374-34.2025.4.01.3600,1298652,0.8760,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9810,https://voyager.was.dev.br/dashboard/processos/1298652/
176,1003235-40.2022.4.01.4100,466139,0.9210,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9810,https://voyager.was.dev.br/dashboard/processos/466139/
177,1005851-31.2025.4.01.3308,1385493,0.8757,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9807,https://voyager.was.dev.br/dashboard/processos/1385493/
178,1036738-44.2024.4.01.3304,1373783,0.8905,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9805,https://voyager.was.dev.br/dashboard/processos/1373783/
179,1008605-40.2025.4.01.3600,1415308,0.8753,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9803,https://voyager.was.dev.br/dashboard/processos/1415308/
180,1005019-57.2023.4.01.3602,1646505,0.9051,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9801,https://voyager.was.dev.br/dashboard/processos/1646505/
181,1008099-35.2024.4.01.4300,491683,0.8901,2024,CUMPRIMENTO DE SENTENÇA,0.9801,https://voyager.was.dev.br/dashboard/processos/491683/
182,1000912-61.2023.4.01.3507,272438,0.9048,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9798,https://voyager.was.dev.br/dashboard/processos/272438/
183,1014298-64.2023.4.01.3700,1418946,0.9048,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9798,https://voyager.was.dev.br/dashboard/processos/1418946/
184,1016033-88.2025.4.01.3304,2414772,0.8747,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9797,https://voyager.was.dev.br/dashboard/processos/2414772/
185,1002196-39.2025.4.01.3700,1271982,0.8747,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9797,https://voyager.was.dev.br/dashboard/processos/1271982/
186,1037474-28.2025.4.01.3304,2414894,0.8747,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9797,https://voyager.was.dev.br/dashboard/processos/2414894/
187,1000386-94.2023.4.01.3507,421993,0.9047,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9797,https://voyager.was.dev.br/dashboard/processos/421993/
188,1050700-13.2024.4.01.3700,1371963,0.8896,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9796,https://voyager.was.dev.br/dashboard/processos/1371963/
189,1001863-77.2026.4.01.3304,2414886,0.8592,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9792,https://voyager.was.dev.br/dashboard/processos/2414886/
190,1021950-10.2024.4.01.3600,1454648,0.8892,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9792,https://voyager.was.dev.br/dashboard/processos/1454648/
191,1002088-47.2024.4.01.3602,1646521,0.8891,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9791,https://voyager.was.dev.br/dashboard/processos/1646521/
192,1011620-94.2024.4.01.4200,1366142,0.8887,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9787,https://voyager.was.dev.br/dashboard/processos/1366142/
193,1032130-76.2024.4.01.3700,1293921,0.8887,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9787,https://voyager.was.dev.br/dashboard/processos/1293921/
194,1066433-46.2024.4.01.3400,1429411,0.8887,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9787,https://voyager.was.dev.br/dashboard/processos/1429411/
195,1089106-33.2024.4.01.3400,1261141,0.8887,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9787,https://voyager.was.dev.br/dashboard/processos/1261141/
196,1002538-59.2025.4.01.3503,1376649,0.8733,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9783,https://voyager.was.dev.br/dashboard/processos/1376649/
197,1024843-52.2025.4.01.3304,2417128,0.8733,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9783,https://voyager.was.dev.br/dashboard/processos/2417128/
198,1020728-85.2025.4.01.3304,2417855,0.8733,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9783,https://voyager.was.dev.br/dashboard/processos/2417855/
199,1036640-25.2025.4.01.3304,1373992,0.8733,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9783,https://voyager.was.dev.br/dashboard/processos/1373992/
200,1007731-37.2025.4.01.3703,1294596,0.8733,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9783,https://voyager.was.dev.br/dashboard/processos/1294596/
201,1005699-68.2025.4.01.3506,1380336,0.8733,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9783,https://voyager.was.dev.br/dashboard/processos/1380336/
202,1002512-41.2024.4.01.4103,1614794,0.8881,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9781,https://voyager.was.dev.br/dashboard/processos/1614794/
203,1005837-60.2024.4.01.3703,1390876,0.8878,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9778,https://voyager.was.dev.br/dashboard/processos/1390876/
204,1016011-38.2022.4.01.3400,1517397,0.9176,2022,CUMPRIMENTO DE SENTENÇA,0.9776,https://voyager.was.dev.br/dashboard/processos/1517397/
205,1003908-72.2022.4.01.3602,1177167,0.9176,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9776,https://voyager.was.dev.br/dashboard/processos/1177167/
206,1039367-46.2023.4.01.3200,1419239,0.9025,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9775,https://voyager.was.dev.br/dashboard/processos/1419239/
207,1058358-52.2023.4.01.3400,1411743,0.9025,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9775,https://voyager.was.dev.br/dashboard/processos/1411743/
208,1006585-37.2025.4.01.4001,1406494,0.8724,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9774,https://voyager.was.dev.br/dashboard/processos/1406494/
209,1018464-08.2024.4.01.3700,1515084,0.8873,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9773,https://voyager.was.dev.br/dashboard/processos/1515084/
210,1001014-08.2026.4.01.3304,1373773,0.8572,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9772,https://voyager.was.dev.br/dashboard/processos/1373773/
211,1031764-27.2025.4.01.3304,2414725,0.8719,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9769,https://voyager.was.dev.br/dashboard/processos/2414725/
212,1030654-90.2025.4.01.3304,1586674,0.8719,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9769,https://voyager.was.dev.br/dashboard/processos/1586674/
213,1003398-60.2025.4.01.3503,1359000,0.8719,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9769,https://voyager.was.dev.br/dashboard/processos/1359000/
214,1007275-23.2025.4.01.3304,2418092,0.8719,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9769,https://voyager.was.dev.br/dashboard/processos/2418092/
215,1001950-34.2025.4.01.3703,1390819,0.8719,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9769,https://voyager.was.dev.br/dashboard/processos/1390819/
216,1000989-72.2025.4.01.4001,1402266,0.8713,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9763,https://voyager.was.dev.br/dashboard/processos/1402266/
217,1003232-86.2025.4.01.4001,1402935,0.8713,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9763,https://voyager.was.dev.br/dashboard/processos/1402935/
218,1011475-13.2025.4.01.4100,1388692,0.8713,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9763,https://voyager.was.dev.br/dashboard/processos/1388692/
219,1064800-43.2023.4.01.3300,2416478,0.9012,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9762,https://voyager.was.dev.br/dashboard/processos/2416478/
220,1027780-69.2024.4.01.3304,1373682,0.8859,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9759,https://voyager.was.dev.br/dashboard/processos/1373682/
221,1010417-79.2023.4.01.3700,1510967,0.9008,2023,CUMPRIMENTO DE SENTENÇA,0.9758,https://voyager.was.dev.br/dashboard/processos/1510967/
222,1018060-47.2025.4.01.3400,1406905,0.8704,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9754,https://voyager.was.dev.br/dashboard/processos/1406905/
223,1000556-88.2026.4.01.3304,1373958,0.8552,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9752,https://voyager.was.dev.br/dashboard/processos/1373958/
224,1001788-38.2026.4.01.3304,2415703,0.8552,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9752,https://voyager.was.dev.br/dashboard/processos/2415703/
225,1001818-73.2026.4.01.3304,2414693,0.8552,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9752,https://voyager.was.dev.br/dashboard/processos/2414693/
226,1000776-64.2023.4.01.3507,268691,0.9000,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9750,https://voyager.was.dev.br/dashboard/processos/268691/
227,1047232-39.2022.4.01.3400,1360572,0.9148,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9748,https://voyager.was.dev.br/dashboard/processos/1360572/
228,1004060-10.2024.4.01.4101,1538847,0.8845,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9745,https://voyager.was.dev.br/dashboard/processos/1538847/
229,1018450-48.2024.4.01.3304,2414752,0.8842,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9742,https://voyager.was.dev.br/dashboard/processos/2414752/
230,1040235-32.2025.4.01.3304,1373636,0.8690,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9740,https://voyager.was.dev.br/dashboard/processos/1373636/
231,1005476-18.2025.4.01.3506,1489401,0.8690,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9740,https://voyager.was.dev.br/dashboard/processos/1489401/
232,1096814-80.2023.4.01.3300,391553,0.8987,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9737,https://voyager.was.dev.br/dashboard/processos/391553/
233,1001831-56.2023.4.01.3602,1646474,0.8982,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9732,https://voyager.was.dev.br/dashboard/processos/1646474/
234,1002610-26.2024.4.01.4103,1615907,0.8830,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9730,https://voyager.was.dev.br/dashboard/processos/1615907/
235,1003441-75.2026.4.01.3304,2415665,0.8530,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9730,https://voyager.was.dev.br/dashboard/processos/2415665/
236,1003191-42.2026.4.01.3304,2414668,0.8530,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9730,https://voyager.was.dev.br/dashboard/processos/2414668/
237,1007709-51.2026.4.01.3700,1368182,0.8530,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9730,https://voyager.was.dev.br/dashboard/processos/1368182/
238,1002229-19.2026.4.01.3304,2414757,0.8530,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9730,https://voyager.was.dev.br/dashboard/processos/2414757/
239,1002357-39.2026.4.01.3304,2414601,0.8530,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9730,https://voyager.was.dev.br/dashboard/processos/2414601/
240,1015161-13.2025.4.01.4100,1479959,0.8674,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9724,https://voyager.was.dev.br/dashboard/processos/1479959/
241,1030679-06.2025.4.01.3304,1586841,0.8674,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9724,https://voyager.was.dev.br/dashboard/processos/1586841/
242,1003568-32.2025.4.01.3503,1317928,0.8674,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9724,https://voyager.was.dev.br/dashboard/processos/1317928/
243,1005913-59.2025.4.01.3506,1288330,0.8673,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9723,https://voyager.was.dev.br/dashboard/processos/1288330/
244,1000522-23.2024.4.01.3001,1336410,0.8818,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9718,https://voyager.was.dev.br/dashboard/processos/1336410/
245,1083976-62.2024.4.01.3400,1253545,0.8816,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9716,https://voyager.was.dev.br/dashboard/processos/1253545/
246,1006743-05.2023.4.01.3503,1358998,0.8966,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9716,https://voyager.was.dev.br/dashboard/processos/1358998/
247,1085348-53.2023.4.01.3700,1533324,0.8964,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9714,https://voyager.was.dev.br/dashboard/processos/1533324/
248,1031110-84.2023.4.01.3700,1533715,0.8964,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9714,https://voyager.was.dev.br/dashboard/processos/1533715/
249,1032424-21.2025.4.01.3304,2415685,0.8658,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9708,https://voyager.was.dev.br/dashboard/processos/2415685/
250,1005563-71.2025.4.01.3506,1379934,0.8658,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9708,https://voyager.was.dev.br/dashboard/processos/1379934/
251,1001691-38.2026.4.01.3304,1374024,0.8507,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9707,https://voyager.was.dev.br/dashboard/processos/1374024/
252,1002259-54.2026.4.01.3304,2414582,0.8507,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9707,https://voyager.was.dev.br/dashboard/processos/2414582/
253,1024457-14.2024.4.01.3900,1393462,0.8806,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9706,https://voyager.was.dev.br/dashboard/processos/1393462/
254,1000170-59.2025.4.01.3315,1234611,0.8653,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9703,https://voyager.was.dev.br/dashboard/processos/1234611/
255,1045109-07.2023.4.01.3700,1523083,0.8952,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9702,https://voyager.was.dev.br/dashboard/processos/1523083/
256,1003866-52.2024.4.01.3602,1272745,0.8798,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9698,https://voyager.was.dev.br/dashboard/processos/1272745/
257,1004819-37.2024.4.01.3304,2414858,0.8796,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9696,https://voyager.was.dev.br/dashboard/processos/2414858/
258,1032588-20.2024.4.01.3304,1373680,0.8796,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9696,https://voyager.was.dev.br/dashboard/processos/1373680/
259,1014734-28.2025.4.01.3902,1249847,0.8644,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9694,https://voyager.was.dev.br/dashboard/processos/1249847/
260,1037765-28.2025.4.01.3304,1373876,0.8642,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9692,https://voyager.was.dev.br/dashboard/processos/1373876/
261,1054608-71.2025.4.01.3400,1403266,0.8642,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9692,https://voyager.was.dev.br/dashboard/processos/1403266/
262,1006141-25.2025.4.01.3703,1610151,0.8642,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9692,https://voyager.was.dev.br/dashboard/processos/1610151/
263,1026364-32.2025.4.01.3304,2414713,0.8642,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9692,https://voyager.was.dev.br/dashboard/processos/2414713/
264,1000357-27.2025.4.01.3102,1357027,0.8642,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9692,https://voyager.was.dev.br/dashboard/processos/1357027/
265,1000437-36.2022.4.01.3315,1173840,0.9090,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9690,https://voyager.was.dev.br/dashboard/processos/1173840/
266,1052735-12.2020.4.01.3400,1567441,0.9389,2020,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9689,https://voyager.was.dev.br/dashboard/processos/1567441/
267,1004210-73.2023.4.01.3600,321645,0.8937,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9687,https://voyager.was.dev.br/dashboard/processos/321645/
268,1014824-94.2024.4.01.3700,1294022,0.8784,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9684,https://voyager.was.dev.br/dashboard/processos/1294022/
269,1000535-15.2026.4.01.3304,2414700,0.8484,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9684,https://voyager.was.dev.br/dashboard/processos/2414700/
270,1000743-96.2026.4.01.3304,2414977,0.8484,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9684,https://voyager.was.dev.br/dashboard/processos/2414977/
271,1003922-38.2026.4.01.3304,2414895,0.8484,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9684,https://voyager.was.dev.br/dashboard/processos/2414895/
272,1000356-81.2026.4.01.3304,2414842,0.8484,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9684,https://voyager.was.dev.br/dashboard/processos/2414842/
273,1002936-84.2026.4.01.3304,2418311,0.8484,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9684,https://voyager.was.dev.br/dashboard/processos/2418311/
274,1009240-64.2025.4.01.4200,1394462,0.8632,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9682,https://voyager.was.dev.br/dashboard/processos/1394462/
275,1001489-68.2025.4.01.3507,1385967,0.8629,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9679,https://voyager.was.dev.br/dashboard/processos/1385967/
276,1005794-62.2024.4.01.3400,1260332,0.8777,2024,Cumprimento de Sentença de Ações Coletivas,0.9677,https://voyager.was.dev.br/dashboard/processos/1260332/
